KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ABILITY_BUTTSCOOT_DESC,"Move 1 tile, leaving a maggot familiar behind you.",,Se mueve 1 casilla y deja un familiar gusano atrás.,Bougez d'une case et laissez un asticot de compagnie derrière vous.,Bewege dich um 1&nbsp;Feld und hinterlasse einen Madenbegleiter.,"Ti sposti di 1 casella, lasciando un famiglio di larva dietro di te.","Mova-se por 1 espaço, deixando um familiar verme para trás.",,,1タイル移動し、​背後に​ウジ虫の​使い魔を​残す。[b][/b],
ABILITY_BUTTSCOOT2_DESC,"Move up to 3 tiles, leaving a maggot familiar behind you.",,Se mueve hasta 3 casillas y deja un familiar gusano atrás.,Bougez jusqu'à 3&nbsp;cases et laissez un asticot de compagnie derrière vous.,Bewege dich um bis zu 3&nbsp;Felder und hinterlasse einen Madenbegleiter.,"Ti sposti fino a 3 caselle, lasciando un famiglio di larva dietro di te.","Mova-se por até 3 espaços, deixando um familiar verme para trás.",,,最大3タイル移動し、​背後に​ウジ虫の​使い魔を​残す。[b][/b],
ABILITY_CONFUSION_NAME,Confusion,,Confusión,Confusion,Verwirrung,Confusione,Confusão,,,混乱,
ABILITY_CONFUSION_DESC,Inflict Confusion 2 on a unit.,,Inflige 2 de confusión a una unidad.,Infligez Confusion&nbsp;+2&nbsp;à une unité.,Verursache Verwirrung&nbsp;2 bei einer Einheit.,Infliggi confusione 2 a un'unità.,Aplique confusão 2 em uma unidade.,,,ユニットに​混乱2を​付与する。[b][/b],
ABILITY_CONFUSION2_DESC,Inflict Confusion 4 on units in an area.,,Inflige 4 de confusión a unidades en un área.,Infligez Confusion&nbsp;+4&nbsp;à des unités dans une zone.,Verursache Verwirrung&nbsp;4 bei Einheiten in einem bestimmten Bereich.,Infliggi Confusione 4 alle unità in un'area.,Aplique confusão 4 em unidades em uma área.,,,範囲内の​ユニットに​混乱4を​付与する。[b][/b],
ABILITY_PLAYDEAD_NAME,Play Dead,,Hacerse el muerto,Faire le mort,Totstellen,Fare il Morto,Fingir de Morto,,,死んだ​ふり,
ABILITY_PLAYDEAD_DESC,Down yourself. You don't get injured.,,"Esta unidad se autoabate, pero no sufre lesiones.",Mettez-vous K.O. Vous ne subirez pas de blessure.,"Du fällst in Ohnmacht, ohne verletzt zu werden.",Ti stendi a terra. Non subirai ferite.,Fique inconsciente. Você não obtém ferimentos.,,,自分を​倒す。​ケガしない。,
ABILITY_PLAYDEAD2_DESC,Down yourself. You don't get injured. Revive at the end of the next round at full HP. ,,"Esta unidad se autoabate, pero no sufre lesiones. Resucita al final de la siguiente ronda con todos los PS. ",Mettez-vous K.O. Vous ne subirez pas de blessure. Relevez-vous à la fin de la prochaine manche avec tous vos PV.,"Du fällst in Ohnmacht, ohne verletzt zu werden. Am Ende der nächsten Runde wirst du mit vollen LP wiederbelebt. ",Ti stendi a terra. Non subirai ferite. Resusciterai alla fine del round successivo con tutti i PS.,Fique inconsciente. Você não obtém ferimentos. Reviva no final da próxima rodada com saúde completa.,,,自分を​倒す。​ケガしない。​次の​ラウンド終了時に​最大HPで​復活する。[b][/b],
ABILITY_REFLECT_NAME,Reflect,,Devolución,Renvoi,Reflektor,Riflessione,Reflexão,,,リフレクト,
ABILITY_REFLECT_DESC,Reflect the next projectile that hits you back at the attacker.,,Devuelve el siguiente proyectil que golpee a esta unidad.,Renvoyez le prochain projectile qui vous vise à l'envoyeur.,"Reflektiere das nächste Geschoss, das dich treffen würde, zurück zum Angreifer.",Rispedisci il prossimo proiettile che ti colpisce verso chi ti ha attaccato.,Reflita o próximo projétil que acertar você de volta para o agressor.,,,次に​自分に​当たった​飛び道具を​攻撃者に​反射する。[b][/b],
ABILITY_REFLECT2_DESC,You or another unit reflects the next projectile that hits them back at the attacker.,,Devuelve el siguiente proyectil que golpee a esta unidad o a otra.,Vous ou une autre unité renvoyez le prochain projectile qui vous vise à l'envoyeur.,"Du oder eine andere Einheit reflektiert das nächste Geschoss, das treffen würde, zurück zum Angreifer.",Tu o un'altra unità rispedite il prossimo proiettile che vi colpisce verso chi vi ha attaccato.,Você ou outra unidade reflete o próximo projétil que acertar vocês de volta para o agressor.,,,自分または​他の​ユニットが、​次に​当たった​飛び道具を​攻撃者に​反射する。[b][/b],
ABILITY_HEALINGBOLT_NAME,Healing Bolt,,Rayo curativo,Éclair guérisseur,Heilender Blitz,Fulmine Curativo,Raio Curativo,,,ヒーリングボルト,
ABILITY_HEALINGBOLT_DESC,A lightning bolt that heals and has a chance to Stun.,,Un rayo que cura y tiene una probabilidad de aturdir.,Un éclair qui soigne et a une chance d'étourdir.,"Ein Blitz, der Leben wiederherstellt und manchmal Betäubung verursacht.",Un fulmine che cura e ha la possibilità di infliggere Stordimento.,Um raio que cura e possui uma chance de atordoar.,,,回復して​スタンの​確率が​ある雷。[b][/b],
ABILITY_HEALINGBOLT2_DESC,A lightning bolt that heals allies and has a chance to Stun enemies.,,Un rayo que cura a los aliados y tiene una probabilidad de aturdir a los enemigos.,Un éclair qui soigne les alliés et a une chance d'étourdir les ennemis.,"Ein Blitz, der Leben bei Verbündeten wiederherstellt und bei Gegnern manchmal Betäubung verursacht.",Un fulmine che cura gli alleati e ha la possibilità di infliggere Stordimento ai nemici.,Um raio que cura aliados e possui uma chance de atordoar inimigos.,,,味方を​回復し、​敵を​スタンさせる​確率が​ある雷。[b][/b],
ABILITY_SLIPTHROUGH_NAME,Slip Through,,Escabullimiento,Faufilage,Durchzwängen,Scivolamento,Espremida,,,すり抜け,
ABILITY_SLIPTHROUGH_DESC,Roll up to two tiles in a diagonal line.,,Rueda hasta 2 casillas en diagonal.,Roulez sur&nbsp;1&nbsp;à&nbsp;2&nbsp;cases en diagonale.,Rolle bis zu zwei Felder in einer diagonalen Linie.,Rotoli fino a due caselle in diagonale.,Role por até dois espaços em uma linha diagonal.,,,斜めに​最大2タイル転がる。,
ABILITY_SLIPTHROUGH2_DESC,Roll any number of tiles in a diagonal line.,,Rueda cualquier cantidad de casillas en diagonal.,Roulez en diagonale sur autant de cases que vous le souhaitez.,Rolle beliebig viele Felder in einer diagonalen Linie.,Rotoli per un qualsiasi numero di caselle in diagonale.,Role por quantos espaços quiser em uma linha diagonal.,,,斜めに​任意の​距離を​転がる。[b][/b],
ABILITY_DUMP_NAME,Dump,,Evacuación,Excrément,Häufchen,Bisognino,Defecar,,,うんち,
ABILITY_DUMP_DESC,Spawn a poop on an adjacent tile.,,Genera una caca en una casilla adyacente.,Fait apparaître un caca sur une case adjacente.,Lege ein Häufchen auf ein benachbartes Feld.,Generi un escremento su una casella adiacente.,Gere cocô em um espaço adjacente.,,,隣接タイルに​うんちを​生成する。[b][/b],
ABILITY_DUMP2_DESC,Spawn a poop on an adjacent tile. Inflict Poison 3 and a 15% chance to Stun if you poop on a unit.,,Genera una caca en una casilla adyacente. Inflige 3 de veneno y tiene un 15 % de probabilidad de aturdir si la caca cae sobre una unidad.,Fait apparaître un caca sur une case adjacente. Inflige Poison&nbsp;+3&nbsp;et vous confère 15&nbsp;% de chances d'Étourdissement si vous chiez sur une unité.,"Lege ein Häufchen auf ein benachbartes Feld. Verursache Gift&nbsp;3 und mit einer 15%igen Wahrscheinlichkeit Betäubung, wenn du ein Häufchen auf eine Einheit legst.",Generi un escremento su una casella adiacente. Infliggi Veleno 3 e una probabilità del 15% di Stordimento se lo fai su un'unità.,Gere cocô em um espaço adjacente. Aplique veneno 3 com uma chance de 15% de atordoar se você fizer cocô em uma unidade.,,,隣接タイルに​うんちを​生成する。​ユニットの​上に​うんちを​すると、​毒3と​15%の​スタン確率を​与える。[b][/b],
ABILITY_SNACK_NAME,Snacks,,Aperitivo,Goûter,Snacks,Spuntini,Lanche,,,おやつ,
ABILITY_SNACK_DESC,Heal yourself or another unit within four tiles 1 HP.,,Recupera 1 PS o se los devuelve a otra unidad en un radio de 4 casillas.,Soignez-vous ou une autre unité à moins de 4&nbsp;cases de 1&nbsp;PV.,Heile dich oder eine anderen Einheit innerhalb von vier Feldern um 1&nbsp;LP.,Curi te o un'altra unità entro quattro caselle di 1 PS.,Cure 1 PV de si ou de outra unidade dentro de quatro espaços de distância.,,,自分または​4タイル以内の​ユニットを​1HP回復する。[b][/b],
ABILITY_SNACK2_DESC,Heal yourself or another unit 1 HP. 50% chance to also give +1 [img:con].,,Recupera 1 PS o se los devuelve a otra unidad. Tiene un 50 % de probabilidad de otorgar también +1 [img:con].,Soignez-vous ou une autre unité de 1&nbsp;PV. L'unité soignée a 50&nbsp;% de chances de gagner [img:con]&nbsp;+1.,"Heile dich oder eine anderen Einheit innerhalb von vier Feldern um 1&nbsp;LP. 50%ige Wahrscheinlichkeit, außerdem +1&nbsp;[img:con] zu verleihen.",Curi te o un'altra unità entro quattro caselle di 1 PS. 50% di probabilità di ottenere anche +1 alla [img:con].,Cure 1 PV de si ou de outra unidade. 50% de chance de também conceder +1 de [img:con].,,,自分または​他の​ユニットを​1HP回復する。​50%の​確率で[img:con]+1も​与える。,
ABILITY_FEATHERFEET_NAME,Feather Feet,,Pies ligeros,Patte véloce,Federfuß,Come una Piuma,Pé de Pluma,,,羽のような​足,
ABILITY_FEATHERFEET_DESC,Gain +1 [img:spd].,,Obtiene +1 [img:spd].,[img:spd]&nbsp;+1.,Erhalte +1&nbsp;[img:spd].,Guadagni +1 [img:spd].,Obtenha +1 de [img:spd].,,,[img:spd]+1を​得る。,
ABILITY_FEATHERFEET2_DESC,Gain +1 [img:spd].Bonus Passive: You're unaffected by tile effects.,,Obtiene +1 [img:spd].Pasiva de bonificación: No le afectan los efectos de las casillas.,[img:spd]&nbsp;+1. Bonus passif&nbsp;: les effets de case de vous affectent pas.,Erhalte +1&nbsp;[img:con].Bonuspassiveffekt: Feldeffekte haben keine Wirkung auf dich.,Guadagni +1 [img:spd].Bonus Passivo: Gli effetti delle caselle non ti influenzano.,Obtenha +1 de [img:spd].Bônus passivo: você não sofre efeitos de espaços.,,,[img:spd]+1を​得る。​ボーナスパッシブ:タイル効果の​影響を​受けない。,
ABILITY_REDUCE_NAME,Reduce,,Reducción,Réduction,Reduktion,Riduzione,Redução,,,縮小,
ABILITY_REDUCE_DESC,"Gain +20% dodge chance, +4 [img:spd], and -2 Damage.[s:.7](Castable once per battle.)[/s]",,"Obtiene un +20 % de probabilidad de esquiva, +4 [img:spd] y -2 de daño.[s:.7](Se puede lanzar una vez por combate).[/s]","Chances d'esquive&nbsp;+20&nbsp;%, [img:spd]&nbsp;+4, and Dégâts&nbsp;-2.[s:.7](Une fois par combat.)[/s]","Erhalte +20&nbsp;% Ausweichchance, +4&nbsp;[img:spd] und -2&nbsp;Schaden.[s:.7](Einmal pro Kampf verwendbar.)[/s]","Ottieni +20% di probabilità di schivata, +4 alla [img:spd] e -2 al Danno.[s:.7](Lanciabile una volta per battaglia.)[/s]","Obtenha +20% de chance de esquiva, +4 de [img:spd] e -2 de dano.[s:.7](Um lançamento por batalha.)[/s]",,,回避率+20%、[img:spd]+4、​ダメージ-2を​得る。[s:.7](バトル中1回​使用可能。)[/s],
ABILITY_REDUCE2_DESC,"Gain +20% dodge chance, +4 [img:spd], and -2 Damage.[s:.7](This spell costs 0 mana. Castable once per battle.)[/s]",,"Obtiene un +20 % de probabilidad de esquiva, +4 [img:spd] y -2 de daño.[s:.7](Este hechizo cuesta 0 de maná. Se puede lanzar una vez por combate).[/s]","Chances d'esquive&nbsp;+20&nbsp;%, [img:spd]&nbsp;+4, and Dégâts&nbsp;-2.[s:.7](Une fois par combat. Coûte 0&nbsp;mana.)[/s]","Erhalte +20&nbsp;% Ausweichchance, +4&nbsp;[img:spd] und -2&nbsp;Schaden.[s:.7](Dieser Zauber kostet 0&nbsp;Mana. Einmal pro Kampf verwendbar.)[/s]","Ottieni +20% di probabilità di schivata, +4 alla [img:spd] e -2 al Danno.[s:.7](Quest'incantesimo costa 0 mana. Lanciabile una volta per battaglia.)[/s]","Obtenha +20% de chance de esquiva, +4 de [img:spd] e -2 de dano.[s:.7](Este encantamento custa 0 de mana. Um lançamento por batalha.)[/s]",,,回避率+20%、[img:spd]+4、​ダメージ-2を​得る。[s:.7](この​スペルは​0マナ。​バトル中1回​使用可能。)[/s],
ABILITY_NERF_NAME,Nerf,,Debilitador,Nerf,Schwächen,Depotenziamento,Nerf,,,弱体化,
ABILITY_NERF_DESC,Inflict -1 Damage on a unit.,,Inflige -1 de daño a una unidad.,Inflige Dégâts&nbsp;-1&nbsp;sur une unité.,Verursache -1&nbsp;Schaden bei einer Einheit.,Infliggi -1 al Danno a un'unità.,Aplique -1 de dano em uma unidade.,,,ユニットに​ダメージ-1を​付与する。[b][/b],
ABILITY_NERF2_DESC,Inflict -1 Damage and -1 [img:con] on a unit.,,Inflige -1 de daño y -1 [img:con] a una unidad.,Inflige Dégâts&nbsp;-1&nbsp;et [img:con]&nbsp;-1&nbsp;sur une unité.,Verursache -1&nbsp;Schaden und -1&nbsp;[img:con] bei einer Einheit.,Infliggi -1 al Danno e -1 alla [img:con] a un'unità.,Aplique -1 de dano e -1 de [img:con] em uma unidade.,,,ユニットに​ダメージ-1と[img:con]-1を​付与する。,
ABILITY_TRIP_NAME,Trip,,Traspié,Croche-patte,Bein stellen,Inciampo,Tropeço,,,足払い,
ABILITY_TRIP_DESC,Immobilize an adjacent unit.[s:.7]This only has a 25% chance to work on boss units and large enemies.[/s],,Inmoviliza a una unidad adyacente.[s:.7](Esto solo tiene un 25 % de probabilidad de surtir efecto con jefes y enemigos grandes).[/s],Immobilise une unité adjacente.[s:.7]25&nbsp;% de chances de succès sur les Boss et les ennemis imposants.[/s],Mach eine benachbarte Einheit bewegungsunfähig.[s:.7]Ist bei Bossen und großen Gegnern nur zu 25&nbsp;% erfolgreich.[/s],Immobilizza un'unità adiacente.[s:.7]Ha solo il 25% di probabilità di funzionare su unità boss e nemici di grandi dimensioni.[/s],Imobilize uma unidade adjacente.[s:.7]Isto possui apenas 25% de chance de funcionar em chefes e inimigos grandes.[/s],,,隣接ユニットを​移動不可に​する。[s:.7]ボスユニットと​大型敵には​25%の​成功確率。[/s],
ABILITY_TRIP2_DESC,Immobilize a unit in range 4.[s:.7]This only has a 25% chance to work on boss units and large enemies.[/s],,Inmoviliza a una unidad en un alcance de 4 casillas.[s:.7](Esto solo tiene un 25 % de probabilidad de surtir efecto con jefes y enemigos grandes).[/s],Immobilise une unité à 4&nbsp;cases ou moins.[s:.7]25&nbsp;% de chances de succès sur les Boss et les ennemis imposants.[/s],"Mach eine Einheit, die höchsten 4&nbsp;Felder entfernt ist, bewegungsunfähig.[s:.7]Ist bei Bossen und großen Gegnern nur zu 25&nbsp;% erfolgreich.[/s]",Immobilizza un'unità entro un raggio d'azione di 4.[s:.7]Ha solo il 25% di probabilità di funzionare su unità boss e nemici di grandi dimensioni.[/s],Imobilize uma unidade em alcance 4.[s:.7]Isto possui apenas 25% de chance de funcionar em chefes e inimigos grandes.[/s],,,射程4の​ユニットを​移動不可に​する。[s:.7]ボスユニットと​大型敵には​25%の​成功確率。[/s],
ABILITY_COPYCAT_NAME,Copycat,,Imitador,Copie,Nachäffen,Imitazione,Duplicata,,,真似っこ,
ABILITY_COPYCAT_DESC,This spell is a copy of the most recent spell an allied cat cast.,,Este hechizo es una copia del más reciente que haya lanzado un aliado.,Ce sort est une copie du dernier sort lancé par un chat allié.,"Dieser Zauber ist eine Kopie des letzten Zaubers, den eine verbündete Katze gewirkt hat.",Quest'incantesimo è una copia dell'incantesimo più recente lanciato da un gatto alleato.,Este encantamento é uma cópia do encantamento mais recente lançado por um gato aliado.,,,この​スペルは、​味方の​猫が​最後に​使った​スペルの​コピー。[b][/b],
ABILITY_COPYCAT2_DESC,This spell is an upgraded copy of the most recent spell an allied cat cast.,,Este hechizo es una copia mejorada del más reciente que haya lanzado un aliado.,Ce sort est une copie améliorée du dernier sort lancé par un chat allié.,"Dieser Zauber ist eine verbesserte Kopie des letzten Zaubers, den eine verbündete Katze gewirkt hat.",Quest'incantesimo è una copia potenziata dell'incantesimo più recente lanciato da un gatto alleato.,Este encantamento é uma versão aprimorada do encantamento mais recente lançado por um gato aliado.,,,この​スペルは、​味方の​猫が​最後に​使った​スペルの​強化版コピー。[b][/b],
ABILITY_METRONOME_NAME,Metronome,,Metrónomo,Métronome,Metronom,Metronomo,Metrônomo,,,メトロノーム,
ABILITY_METRONOME_DESC,Cast a random spell.,,Lanza un hechizo al azar.,Lance un sort aléatoire.,Wirke einen zufälligen Zauber.,Lancia un incantesimo casuale.,Lance um encantamento aleatório.,,,ランダムな​スペルを​使う。,
ABILITY_METRONOME2_DESC,Cast a random upgraded spell.,,Lanza un hechizo mejorado al azar.,Lance un sort aléatoire amélioré.,Wirke einen zufälligen verbesserten Zauber.,Lancia un incantesimo potenziato casuale.,Lance um encantamento aleatório aprimorado.,,,ランダムな​強化版スペルを​使う。[b][/b],
ABILITY_DOLLUP_NAME,Doll Up,,Muñequita,Mise en beauté,Auftakeln,Abbellimento,Arrumação,,,おめかし,
ABILITY_DOLLUP_DESC,Gain +1 [img:cha].,,Obtiene +1 [img:cha].,[img:cha]&nbsp;+1.,Erhalte +1&nbsp;[img:cha].,Ottieni +1 al [img:cha].,Obtenha +1 de [img:cha].,,,[img:cha]+1を​得る。,
ABILITY_DOLLUP2_DESC,Gain +1 [img:cha].Bonus Passive: You have a chance to inflict Charm on units that contact or attack you. This chance increases with your [img:cha].,,Obtiene +1 [img:cha].Pasiva de bonificación: Tiene una probabilidad de infligir embrujo a las unidades que contacten o ataquen a esta unidad. Esta probabilidad aumenta con tu [img:cha].,[img:cha]&nbsp;+1.Passif bonus&nbsp;: vous avez une chance d'infliger Envoûtement aux unités qui vous attaquent ou vous touchent. Cette chance augmente selon votre [img:cha].,"Erhalte +1&nbsp;[img:cha].Bonuspassiveffekt: Verursache mit einer gewissen Wahrscheinlichkeit Charme bei Einheiten, die dich berühren oder angreifen. Die Wahrscheinlichkeit steigt mit höherem&nbsp;[img:cha].",Ottieni +1 al [img:cha].Bonus Passivo: Hai la possibilità di infliggere Fascino alle unità che ti toccano o ti attaccano. Questa possibilità aumenta con il valore del tuo [img:cha].,Obtenha +1 de [img:cha].Bônus passivo: você possui uma chance de aplicar feitiço em unidades que atacarem ou entrarem em contato com você. Essa chance aumenta de acordo com o seu [img:cha].,,,[img:cha]+1を​得る。​ボーナスパッシブ:接触または​攻撃してきた​ユニットに​魅了を​付与する​確率。[img:cha]が​高い​ほど​確率上昇。,
