KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ITEM_BO_DESC,"Use: A melee attack. On hit, jump forward 2 tiles.",,"Uso: Lanza un ataque cuerpo a cuerpo. Al golpear, salta 2 casillas hacia delante.","Utilisation&nbsp;: une attaque au corps-à-corps. Exécutée avec réussite, vous sautez de 2&nbsp;cases vers l'avant.","Benutzen: Ein Nahkampfangriff. Spring 2&nbsp;Felder vorwärts, wenn du triffst.","Uso: Un attacco corpo a corpo. In caso vada a segno, salti in avanti di 2 caselle.","Uso: um ataque corpo-a-corpo. Ao golpear, salte 2 espaços para frente.",,,使用:近接攻撃。​命中時、​前方​2タイルジャンプ。[b][/b],
ITEM_BOMB_NAME,Bomb,,Bomba,Bomb,Bombe,Bomba,Bomba,,,爆弾,
ITEM_BOMB_DESC,Use: Throw a bomb that explodes.,,Uso: Lanza una bomba que hace explosión.,Utilisation&nbsp;: lance une bombe qui explose.,Benutzen: Wirf eine explodierende Bombe.,Uso: Lanci una bomba che esplode.,Uso: lance uma bomba que explode.,,,使用:爆発する​爆弾を​投げる。[b][/b],
ITEM_BONECLUB_NAME,Bone Club,,Garrote de hueso,Batte tibia,Knochenkeule,Mazza d'Osso,Porrete de Osso,,,骨棍棒,
ITEM_BONECLUB_DESC,Use: A melee attack.This weapon has a 15% chance to break each time it's used.,,Uso: Lanza un ataque cuerpo a cuerpo.Esta arma tiene un 15 % de probabilidad de romperse cada vez que se usa.,Utilisation&nbsp;: une attaque au corps-à-corps.Cette arme a 15&nbsp;% de chances de se briser à chaque utilisation.,Benutzen: Ein Nahkampfangriff.Geht nach Benutzung mit 15%iger Wahrscheinlichkeit kaputt.,Uso: Un attacco corpo a corpo.Quest'arma ha un 15% di probabilità di rompersi ogni volta che viene usata.,Uso: um ataque corpo-a-corpo.Esta arma possui uma chance de 15% de quebrar a cada vez que é utilizada.,,,使用:近接攻撃。​この​武器は​使用時に​15%の​確率で​壊れる。[b][/b],
ITEM_BOOKOFBELIAL_NAME,Book Of Belial,,Libro de Belial,Livre de Bélial,Buch des Belial,Libro di Belial,Livro de Belial,,,ベリアルの​書,
ITEM_BOOKOFBELIAL_DESC,Use: Gain +3 Damage.RELOAD: Kill an enemy.,,Uso: Obtiene +3 de daño.RECARGA: Mata a un enemigo.,Utilisation&nbsp;: Dégâts +3.RECHARGE&nbsp;: tuer un ennemi.,Benutzen: Erhalte +3&nbsp;Schaden.NACHLADEN: Töte einen Gegner.,Uso: Ottieni +3 al Danno.RICARICA: Uccidi un nemico.,Uso: obtenha +3 de dano.RECARREGAMENTO: mate um inimigo.,,,使用:+3ダメージ獲得。​リロード:敵を​倒す。[b][/b],
ITEM_BOTTLES_NAME,Bottles,,Botellas,Bouteilles,Flasche,Bottiglie,Garrafas,,,ボトル,
ITEM_BOTTLES_DESC,Use: A lobbed attack that spawns a glass tile.,,Uso: Lanza un ataque en arco que genera una casilla de cristales.,Utilisation&nbsp;: une attaque en cloche qui fait apparaître une case de verre.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und ein Scherbenfeld erschafft.",Uso: Un attacco a parabola che genera una casella di vetro.,Uso: um ataque em arco que gera um espaço de vidro.,,,使用:ガラスタイルを​生成する​放物攻撃。[b][/b],
ITEM_BOTTLESOFBLOOD_NAME,Bottles of Blood,,Botellas de sangre,Bouteilles de sang,Blutflasche,Bottiglie di Sangue,Garrafas de Sangue,,,血の​ボトル,
ITEM_BOTTLESOFBLOOD_DESC,Use: A lobbed attack that creates glass tiles in an area.,,Uso: Lanza un ataque en arco que crea casillas de cristales en un área.,Utilisation&nbsp;: une attaque en cloche qui fait apparaître des cases de verre.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und Scherbenfeld in einem bestimmten Bereich erschafft.",Uso: Un attacco a parabola che genera caselle di vetro in un'area.,Uso: um ataque em arco que cria espaços de vidro em uma área.,,,使用:エリアに​ガラスタイルを​生成する​放物攻撃。[b][/b],
ITEM_BRICKS_NAME,Bricks,,Ladrillos,Briques,Ziegel,Mattoni,Tijolos,,,レンガ,
ITEM_BRICKS_DESC,Use: A lobbed attack that inflicts Stun.[s:.7](Usable once per battle.)[/s],,Uso: Lanza un ataque en arco que aturde.[s:.7](Disponible una vez por combate).[/s],Utilisation&nbsp;: une attaque en cloche qui inflige Étourdissement.[s:.7](Utilisable 1&nbsp;fois par combat.)[/s],"Benutzen: Ein Angriff, der Hindernisse ignoriert und Betäubung verursacht.[s:.7](Einmal pro Kampf verwendbar.)[/s]",Uso: Un attacco a parabola che infligge Stordimento.[s:.7](Utilizzabile una volta per battaglia.)[/s],Uso: um ataque em arco que aplica atordoamento.[s:.7](Um uso por batalha.)[/s],,,使用:スタンを​付与する​放物攻撃。[s:.7](バトル中1回のみ​使用可能。)[/s],
ITEM_BUCKETOFACID_NAME,Vial of Acid,,Vial de ácido,Flacon d'acide,Säureflasche,Fiala di Acido,Frasco de Ácido,,,酸の​小瓶,
ITEM_BUCKETOFACID_DESC,Use: A melee attack that inflicts random status effects.,,Uso: Lanza un ataque cuerpo a cuerpo que inflige efectos de estado al azar.,Utilisation&nbsp;: une attaque au corps-à-corps qui inflige des altérations d'état aléatoires.,"Benutzen: Ein Nahkampfangriff, der zufällige Statuseffekte verursacht.",Uso: Un attacco corpo a corpo che infligge effetti di stato casuali.,Uso: um ataque corpo-a-corpo que aplica efeitos de estado aleatórios.,,,使用:ランダムな​状態異常を​付与する​近接攻撃。[b][/b],
ITEM_BUCKETOFBLOOD_NAME,Bucket of Blood,,Cubo de sangre,Seau de sang,Eimer mit Blut,Secchio di Sangue,Balde de Sangue,,,血の​バケツ,
ITEM_BUCKETOFBLOOD_DESC,"Use: Gain +2 [img:con] and -1 [img:spd], then heal 4 HP.",,"Uso: Obtiene +2 [img:con] y -1 [img:spd], luego recupera 4 PS.","Utilisation&nbsp;: [img:con] +2&nbsp;et [img:spd] -1, puis vous récupérez 4&nbsp;PV.",Benutzen: Erhalte +2&nbsp;[img:con] und -1&nbsp;[img:spd]. Heile dich anschließend um 4&nbsp;LP.,"Uso: Ottieni +2 alla [img:con] e -1 alla [img:spd], poi recuperi 4 PS.","Uso: obtenha +2 de [img:con] e -1 de [img:spd], e então cure 4 PV.",,,使用:+2 [img:con] と​-1 [img:spd]を​獲得し、​4HP回復。,
ITEM_BUCKETOFLARD_NAME,Bucket of Lard,,Cubo de sebo,Seau de saindoux,Eimer mit Fett,Secchio di Lardo,Balde de Banha,,,ラードの​バケツ,
ITEM_BUCKETOFLARD_DESC,"Use: Gain +2 [img:con] and -1 [img:spd], then heal 4 HP.",,"Uso: Obtiene +2 [img:con] y -1 [img:spd], luego recupera 4 PS.","Utilisation&nbsp;: [img:con] +2&nbsp;et [img:spd] -1, puis vous récupérez 4&nbsp;PV.",Benutzen: Erhalte +2&nbsp;[img:con] und -1&nbsp;[img:spd]. Heile dich anschließend um 4&nbsp;LP.,"Uso: Ottieni +2 alla [img:con] e -1 alla [img:spd], poi recuperi 4 PS.","Uso: obtenha +2 de [img:con] e -1 de [img:spd], e então cure 4 PV.",,,使用:+2 [img:con] と​-1 [img:spd]を​獲得し、​4HP回復。,
ITEM_BUG_NAME,Bug,,Bicho,Insecte,Käfer,Insetto,Inseto,,,バグ,
ITEM_BUG_DESC,Your basic attack is Metronome.Use: Cast a random spell.,,El ataque básico es Metrónomo.Uso: Lanza un hechizo al azar.,Votre attaque de base est Métronome.Utilisation&nbsp;: lance un sort aléatoire.,Dein Grundangriff wird zu Metronom.Benutzen: Wirke einen zufälligen Zauber.,Il tuo attacco base è Metronomo.Uso: Lanci un incantesimo casuale.,Seu ataque básico se torna Metrônomo.Uso: lance um encantamento aleatório.,,,通常攻撃が​メトロノームに​なる。​使用:ランダムな​スペルを​詠唱する。[b][/b],
ITEM_BUNGASBONE_NAME,Bunga's Bone,,Hueso de Bunga,Os de Bunga,Bungas Knochen,Osso di Bunga,Osso de Bunga,,,ブンガの​骨,
ITEM_BUNGASBONE_DESC,Use: A melee attack with Knockback 5.,,Uso: Lanza un ataque cuerpo a cuerpo con 5 de retroceso.,Utilisation&nbsp;: une attaque au corps-à-corps avec Recul +5.,Benutzen: Ein Nahkampfangriff mit Rückstoß&nbsp;5.,Uso: Un attacco corpo a corpo con Contraccolpo 5.,Uso: um ataque corpo-a-corpo com empurrão 5.,,,使用:ノックバック5の​近接攻撃。[b][/b],
ITEM_BURNINGCOAL_NAME,Burning Coals,,Ascuas ardientes,Charbons ardents,Glühende Kohlen,Carboni Ardenti,Carvões em Brasa,,,燃える​石炭,
ITEM_BURNINGCOAL_DESC,Use: A lobbed attack that inflicts Burn 2 and +2 [img:spd].Passive: Gain Burn 1 and +2 [img:spd] at the start of each turn.,,Uso: Lanza un ataque en arco que inflige 2 de quemadura y +2 [img:spd].Pasiva: Obtiene 1 de quemadura y +2 [img:spd] al inicio de cada turno.,Utilisation&nbsp;: une attaque en cloche qui inflige Brûlure +2&nbsp;et [img:spd] +2.Passif&nbsp;: vous recevez Brûlure +1&nbsp;et [img:spd] +2&nbsp;au début de chaque tour.,"Benutzen: Ein Angriff, der Hindernisse ignoriert, Verbrennung&nbsp;2 verursacht und +2&nbsp;[img:spd] verleiht.Passiveffekt: Erhalte am Anfang jedes Zuges Verbrennung&nbsp;1 und +2&nbsp;[img:spd].",Uso: Un attacco a parabola che infligge Bruciatura 2 e +2 alla [img:spd].Abilità Passiva: Ottieni Bruciatura 1 e +2 alla [img:spd] all'inizio di ogni turno.,Uso: um ataque em arco que aplica queimadura 2 e +2 de [img:spd].Passivo: obtenha queimadura 1 e +2 de [img:spd] no início de cada turno.,,,使用:燃焼2と​+2 [img:spd]を​付与する​放物攻撃。​パッシブ:各ターン開始時に​燃焼1と​+2 [img:spd]を​獲得。,
ITEM_BUTCHERSCLEAVER_NAME,Butcher's Cleaver,,Macheta de carnicero,Fendoir du barbare,Fleischermesser,Mannaia del Macellaio,Cutelo de Açougueiro,,,肉屋の​包丁,
ITEM_BUTCHERSCLEAVER_DESC,Use: A melee attack with Cleave that can hit diagonally.,,Uso: Lanza un ataque cuerpo a cuerpo con incisión que golpea en diagonal.,Utilisation&nbsp;: une attaque au corps-à-corps infligeant Fendoir pouvant toucher en diagonale.,"Benutzen: Ein Nahkampfangriff, der Schlachten und diagonal treffen kann.",Uso: Un attacco corpo a corpo con Fendente che può colpire in diagonale.,Uso: um ataque corpo-a-corpo com cisão que pode golpear diagonalmente.,,,使用:斜めにも​当たる​肉切り近接攻撃。[b][/b],
ITEM_BUTTERFLYKNIFE_NAME,Butterfly Knife,,Navaja de abanico,Couteau papillon,Butterflymesser,Coltello a Farfalla,Faca Borboleta,,,バタフライナイフ,
ITEM_BUTTERFLYKNIFE_DESC,Use: A multi-hit melee attack that inflicts Bleed.[s:.7](Usable once per battle.)[/s],,Uso: Lanza un ataque cuerpo a cuerpo que golpea varias veces y que inflige hemorragia.[s:.7](Disponible una vez por combate).[/s],Utilisation&nbsp;: une attaque multiple au corps-à-corps qui inflige Saignement.[s:.7](Utilisable 1&nbsp;fois par combat.)[/s],"Benutzen: Ein mehrfach treffender Nahkampfangriff, der Blutung verursacht.[s:.7](Einmal pro Kampf verwendbar.)[/s]",Uso: Un attacco corpo a corpo multi-colpo che infligge Sanguinamento.[s:.7](Utilizzabile una volta per battaglia.)[/s],Uso: um ataque corpo-a-corpo multigolpes que aplica sangramento.[s:.7](Um uso por batalha.)[/s],,,使用:出血を​付与する​多段近接攻撃。[s:.7](バトル中1回のみ​使用可能。)[/s],
ITEM_CARBATTERY_NAME,Car Battery,,Batería de coche,Batterie de voiture,Autobatterie,Batteria per Auto,Bateria de Carro,,,カーバッテリー,
ITEM_CARBATTERY_DESC,Use: An electric melee attack that has a 50% chance to chain to another enemy within 3 tiles. Can only be used while at full mana.,,Uso: Lanza un ataque eléctrico cuerpo a cuerpo con un 50 % de probabilidad de encadenarse con otro enemigo en un radio de 3 casillas. Solo puede usarse con el maná a tope.,Utilisation&nbsp;: une attaque au corps-à-corps électrique ayant 50&nbsp;% de chances de se propager à un autre ennemi dans un rayon de 3&nbsp;cases. Ne peut être utilisée qu'avec une barre de mana pleine.,"Benutzen: Ein elektrischer Nahkampfangriff, der mit 50%iger Wahrscheinlichkeit auf einen weiteren Gegner innerhalb von 3&nbsp;Feldern überspringt. Kann nur mit vollem Mana benutzt werden.",Uso: Un attacco corpo a corpo elettrico che ha un 50% di probabilità di concatenarsi a un altro nemico entro 3 caselle. Può essere usato solo quando si ha il mana al massimo.,Uso: um ataque corpo-a-corpo elétrico com 50% de chance de ser encadeado a outro inimigo dentro de 3 espaços de distância. Só pode ser utilizado com mana completa.,,,使用:3タイル以内の​別の​敵に​50%の​確率で​連鎖する​電撃近接攻撃。​マナ満タン時のみ​使用可能。[b][/b],
ITEM_CATPAW_NAME,Cat Paw,,Pata de gato,Patoune de chat,Katzenpfote,Zampa di Gatto,Pata de Gato,,,猫の​肉球,
ITEM_CATPAW_DESC,Use: A melee attack that has a 25% chance to refresh itself when used.,,Uso: Lanza un ataque cuerpo a cuerpo con un 25 % de probabilidad de restaurarse al usarla.,Utilisation&nbsp;: une attaque au corps-à-corps ayant 25&nbsp;% de chances de se réinitialiser après utilisation.,"Benutzen: Ein Nahkampfangriff, der sich mit 25%iger Wahrscheinlichkeit selbst auffrischt.",Uso: Un attacco corpo a corpo che ha un 25% di probabilità di rigenerarsi quando viene usato.,Uso: um ataque corpo-a-corpo com 25% de chance de se reiniciar ao ser utilizado.,,,使用:使用時に​25%の​確率で​再使用可能に​なる​近接攻撃。[b][/b],
ITEM_CHAINSAW_NAME,Chainsaw,,Motosierra,Tronçonneuse,Kettensäge,Motosega,Serra Elétrica,,,チェーンソー,
ITEM_CHAINSAW_DESC,Use: A multi-hit melee attack with a 25% chance to Cleave.[s:.7](Usable once per battle.)[/s]Passive: +2 Thorns.,,Uso: Lanza un ataque cuerpo a cuerpo que golpea varias veces con un 25 % de probabilidad de infligir incisión.[s:.7](Disponible una vez por combate).[/s]Pasiva: +2 de espinas.,Utilisation&nbsp;: une attaque multiple au corps-à-corps avec 25&nbsp;% de chances d'infliger Fendoir.[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]Passif&nbsp;: Épines +2.,"Benutzen: Ein mehrfach treffender Nahkampfangriff, der mit 25%iger Wahrscheinlichkeit schlachtet.[s:.7](Einmal pro Kampf verwendbar.)[/s]Passiveffekt: +2 Dornen.",Uso: Un attacco corpo a corpo multi-colpo con il 25% di probabilità di essere Fendente.[s:.7](Utilizzabile una volta per battaglia.)[/s]Abilità Passiva: +2 Spine.,Uso: um ataque corpo-a-corpo multigolpes com 25% de chance de causar cisão.[s:.7](Um uso por batalha.)[/s]Passivo: +2 de espinhos.,,,使用:25%の​確率で​肉切りする​多段近接攻撃。[s:.7](バトル中1回のみ​使用可能。)[/s]パッシブ:+2棘。,
ITEM_CHEESE_NAME,Cheese,,Queso,Fromage,Käse,Formaggio,Queijo,,,チーズ,
ITEM_CHEESE_DESC,Use: Gain +1 [img:con] and heal 2 HP.,,Uso: Obtiene +1 [img:con] y recupera 2 PS.,Utilisation&nbsp;: [img:con] +1&nbsp;et vous récupérez 2&nbsp;PV.,Benutzen: Erhalte +1&nbsp;[img:con] und heile 2&nbsp;LP.,Uso: Ottieni +1 alla [img:con] e rigeneri 2 PS.,Uso: obtenha +1 de [img:con] e cure 2 PV.,,,使用:+1 [img:con]を​獲得し2HP回復。,
ITEM_CHUMBUCKET_NAME,Chum Bucket,,Cubo de cebo,Seau d'asticots,Ködereimer,Secchio di Pastura,Balde de Restos,,,撒き餌バケツ,
ITEM_CHUMBUCKET_DESC,Use: A lobbed attack that creates a creep puddle.,,Uso: Lanza un ataque en arco que crea un charco de líquido tóxico.,Utilisation&nbsp;: une attaque en cloche qui génère une flaque de substance visqueuse.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und eine Ekelschleimpfütze erzeugt.",Uso: Un attacco a parabola che crea una pozza di melma.,Uso: um ataque em arco que cria uma poça de gosma.,,,使用:ヘドロを​生成する​放物攻撃。[b][/b],
ITEM_CREEPYPHOTO_NAME,Creepy Photo,,Foto espantosa,Photo flippante,Gruseliges Foto,Foto Inquietante,Foto Assustadora,,,不気味な​写真,
ITEM_CREEPYPHOTO_DESC,Use: A melee attack that inflicts Fear 1.[s:.7](Usable once per battle.)[/s],,Uso: Lanza un ataque cuerpo a cuerpo que inflige 1 de miedo.[s:.7](Disponible una vez por combate).[/s],Utilisation&nbsp;: une attaque au corps-à-corps qui inflige Trouille 1.[s:.7](Utilisable 1&nbsp;fois par combat.)[/s],"Benutzen: Ein Nahkampfangriff, der Angst&nbsp;1 verursacht.[s:.7](Einmal pro Kampf verwendbar.)[/s]",Uso: Un attacco corpo a corpo che infligge Paura 1.[s:.7](Utilizzabile una volta per battaglia.)[/s],Uso: um ataque corpo-a-corpo que aplica medo 1.[s:.7](Um uso por batalha.)[/s],,,使用:恐怖1を​付与する​近接攻撃。[s:.7](バトル中1回のみ​使用可能。)[/s],
ITEM_CRISPPAPER_NAME,Crisp Paper,,Papel crujiente,Papier-rasoir,Scharfes Papier,Carta Tagliente,Papel Ressecado,,,鋭い​紙,
ITEM_CRISPPAPER_DESC,Use: A ranged attack that inflicts Bleed 3.[s:.7](Usable once per battle.)[/s],,Uso: Lanza un ataque a distancia que inflige +3 de hemorragia.[s:.7](Disponible una vez por combate).[/s],Utilisation&nbsp;: une attaque à distance qui inflige Saignement +3.[s:.7](Utilisable 1&nbsp;fois par combat.)[/s],"Benutzen: Ein Fernkampfangriff, der Blutung&nbsp;3 verursacht.[s:.7](Einmal pro Kampf verwendbar.)[/s]",Uso: Un attacco a distanza che infligge Sanguinamento 3.[s:.7](Utilizzabile una volta per battaglia.)[/s],Uso: um ataque à distância que aplica sangramento 3.[s:.7](Um uso por batalha.)[/s],,,使用:出血3を​付与する​遠距離攻撃。[s:.7](バトル中1回のみ​使用可能。)[/s],
ITEM_CROSSBOW_NAME,Crossbow,,Ballesta,Arbalète,Armbrust,Balestra,Besta,,,クロスボウ,
ITEM_CROSSBOW_DESC,Use: A ranged attack that ignores shield and inflicts Bleed 1.,,Uso: Lanza un ataque a distancia que ignora el escudo e inflige 1 de hemorragia.,Utilisation&nbsp;: une attaque à distance qui ignore la défense et inflige Saignement 1.,"Benutzen: Ein Fernkampfangriff, der Schilde ignoriert und Blutung&nbsp;1 verursacht.",Uso: Un attacco a distanza che ignora lo scudo e infligge Sanguinamento 1.,Uso: um ataque à distância que ignora escudos e aplica sangramento 1.,,,使用:シールドを​無視して​出血1を​付与する​遠距離攻撃。[b][/b],
ITEM_CROWBAR_NAME,Crowbar,,Palanqueta,Pied-de-biche,Brechstange,Piede di Porco,Pé de Cabra,,,バール,
ITEM_CROWBAR_DESC,"Use: A melee attack that destroys trash bags and crates, scattering extra pickups.",,Uso: Lanza un ataque cuerpo a cuerpo que destroza los contenedores y las bolsas de basura y genera recogibles extras.,"Utilisation&nbsp;: une attaque au corps-à-corps qui détruit les sacs-poubelle et les caisses, dispersant des ressources.","Benutzen: Ein Nahkampfangriff, der Müllbeutel und Kisten zerstört und zusätzliche Gegenstände erscheinen lässt.","Uso: Un attacco corpo a corpo che distrugge sacchi della spazzatura e casse, spargendo in giro raccoglibili extra.","Uso: um ataque corpo-a-corpo que destrói sacos de lixo e caixas, espalhando coletáveis extras.",,,使用:ゴミ袋と​木箱を​破壊し、​追加ピックアップを​ばら撒く​近接攻撃。[b][/b],
